,precision,recall,f1-score,support
0.0,0.6666666666666666,0.5,0.5714285714285715,4.0
1.0,1.0,1.0,1.0,2.0
2.0,1.0,1.0,1.0,4.0
3.0,1.0,1.0,1.0,3.0
4.0,1.0,1.0,1.0,2.0
5.0,1.0,0.5,0.6666666666666666,2.0
6.0,0.8,1.0,0.888888888888889,4.0
7.0,1.0,0.6666666666666666,0.8,3.0
8.0,1.0,1.0,1.0,3.0
9.0,1.0,0.75,0.8571428571428571,4.0
10.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
11.0,1.0,1.0,1.0,4.0
12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
13.0,1.0,0.75,0.8571428571428571,4.0
14.0,0.75,1.0,0.8571428571428571,3.0
15.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
16.0,1.0,1.0,1.0,3.0
17.0,0.75,0.75,0.75,4.0
18.0,1.0,0.6666666666666666,0.8,3.0
19.0,0.6666666666666666,1.0,0.8,2.0
20.0,1.0,1.0,1.0,3.0
21.0,0.75,1.0,0.8571428571428571,3.0
22.0,1.0,0.6666666666666666,0.8,3.0
23.0,0.3333333333333333,1.0,0.5,2.0
24.0,1.0,1.0,1.0,3.0
25.0,1.0,0.6666666666666666,0.8,3.0
accuracy,0.825,0.825,0.825,0.825
macro avg,0.8608974358974358,0.8301282051282051,0.8258547008547009,80.0
weighted avg,0.8670833333333334,0.825,0.8296825396825398,80.0
0,4
1,13
2,23
3,2
4,18
5,17
6,11
7,23
8,22
9,20
10,2
11,9
12,11
13,19
14,4
15,5
16,6
17,8
18,2
19,12
20,16
21,0
22,25
23,17
24,9
25,1
26,21
27,8
28,24
29,14
30,3
31,23
32,10
33,16
34,10
35,23
36,6
37,19
38,15
39,15
40,16
41,11
42,13
43,1
44,13
45,23
46,10
47,14
48,24
49,0
50,7
51,3
52,21
53,20
54,3
55,14
56,25
57,9
58,15
59,14
60,7
61,2
62,11
63,12
64,23
65,6
66,6
67,20
68,12
69,0
70,24
71,22
72,21
73,8
74,21
75,18
76,17
77,17
78,6
79,19
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
