,precision,recall,f1-score,support
0.0,0.6,0.75,0.6666666666666665,4.0
1.0,0.0,0.0,0.0,2.0
2.0,0.75,0.75,0.75,4.0
3.0,0.0,0.0,0.0,3.0
4.0,0.0,0.0,0.0,2.0
5.0,0.0,0.0,0.0,2.0
6.0,0.6,0.75,0.6666666666666665,4.0
7.0,1.0,0.3333333333333333,0.5,3.0
8.0,0.3,1.0,0.4615384615384615,3.0
9.0,0.6666666666666666,0.5,0.5714285714285715,4.0
10.0,0.18181818181818182,0.6666666666666666,0.28571428571428575,3.0
11.0,0.42857142857142855,0.75,0.5454545454545454,4.0
12.0,0.5,0.6666666666666666,0.5714285714285715,3.0
13.0,0.5,0.5,0.5,4.0
14.0,0.3333333333333333,1.0,0.5,3.0
15.0,0.0,0.0,0.0,3.0
16.0,1.0,0.3333333333333333,0.5,3.0
17.0,0.23076923076923078,0.75,0.3529411764705882,4.0
18.0,0.0,0.0,0.0,3.0
19.0,0.0,0.0,0.0,2.0
20.0,0.0,0.0,0.0,3.0
21.0,0.0,0.0,0.0,3.0
22.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
23.0,0.0,0.0,0.0,2.0
24.0,0.0,0.0,0.0,3.0
25.0,0.0,0.0,0.0,3.0
accuracy,0.4125,0.4125,0.4125,0.4125
macro avg,0.29837790414713494,0.36217948717948717,0.28994252353980865,80.0
weighted avg,0.33811854811854813,0.4125,0.3333584307849014,80.0
0,2
1,13
2,17
3,2
4,14
5,17
6,11
7,17
8,22
9,11
10,2
11,9
12,11
13,8
14,11
15,10
16,0
17,8
18,2
19,0
20,14
21,0
22,9
23,17
24,8
25,17
26,22
27,8
28,17
29,8
30,14
31,17
32,10
33,14
34,10
35,10
36,6
37,8
38,8
39,12
40,16
41,10
42,10
43,17
44,10
45,17
46,10
47,14
48,17
49,0
50,7
51,8
52,10
53,10
54,14
55,14
56,0
57,9
58,17
59,14
60,12
61,11
62,11
63,12
64,17
65,6
66,6
67,14
68,12
69,13
70,13
71,22
72,13
73,8
74,11
75,6
76,10
77,17
78,6
79,8
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
